4096
0	6543.5	0
1	-1108.04048	-1110.407231
2	-402.3371106	-277.7083106
3	493.8692293	37.20216092
4	-11.91594815	-234.4655976
5	-214.3143714	-14.89062523
6	79.47088888	-97.04116548
7	94.19378188	-86.41190838
8	109.5578214	-17.03173619
9	-80.79864924	-155.0587916
10	-95.14145953	-37.9504687
11	126.479126	-13.11915234
12	14.62748096	-51.6509307
13	-41.54511374	15.72016611
14	64.34446829	-84.7555093
15	1.799755206	-80.16221745
18	-33.0417234	-52.56479684
19	40.50982113	-1.885587445
20	34.0318342	-26.25771695
22	-8.369153653	-49.41434417
26	-7.342651479	-35.17791205
34	-2.250830801	-30.04121004
38	25.71442263	-28.98539031
41	14.26874951	-36.56569188
43	25.65106819	-16.32011263
44	-39.70506033	-23.4801396
45	-9.500319159	30.93403871
46	55.89431288	-65.69990953
47	-29.87539225	-19.72428836
49	-14.73330077	-44.07285926
51	89.31842268	-23.46415702
52	-50.06321859	-49.3488131
53	-67.37827656	7.437830056
54	22.57500499	-27.27340641
55	66.21913885	-0.9588050157
56	8.268090161	-39.70116116
57	-148.9076531	-27.20279029
58	36.77407603	39.89750337
59	129.9566587	-128.6440379
60	-80.12742287	58.76796967
61	-169.4863789	136.6682614
62	109.0270964	-355.6523785
63	721.1664849	-257.3747456
64	-613.4303303	204.1649258
65	689.7434775	-64.57325843
66	148.213953	274.3333345
67	-189.2232485	-124.0800172
68	-118.948132	-111.686672
69	58.70571476	56.10682238
71	-124.2063119	76.81465948
73	69.45217059	-17.90041986
74	39.87820912	20.42630659
75	-86.67139399	-41.94050389
76	-92.47884384	16.56149511
77	80.76979929	33.97475235
79	-19.69131486	43.46896797
80	3.087361526	-49.28544464
81	-32.67707492	-14.8239749
82	35.36785278	65.81089681
84	-37.05709161	4.522079494
85	29.90985206	-3.09161433
88	-11.63219312	-29.76462392
90	26.27431431	20.12571072
108	40.15796243	7.645603941
110	-34.79116531	31.90383716
111	34.41983592	5.602409531
115	-39.17125172	27.9627498
116	62.62497991	28.37876092
117	41.37505026	-15.82382007
118	-13.16960707	-28.74012371
121	30.97299046	-37.80009216
122	-50.02908872	28.87861842
123	96.72491903	91.41218615
124	56.11364372	-229.7142867
125	56.65335626	-63.61123907
126	14.62553526	45.38129828
127	-260.9342617	-37.0088368
128	-68.25027024	-77.34675556
129	-321.1619517	189.1890619
130	-9.681044948	-162.529633
131	-18.66285924	37.67614931
132	58.54296419	200.9247829
133	90.33810312	-30.4601241
134	-82.59622747	-55.06469062
135	31.66834037	6.133048726
136	16.72339838	32.73792594
137	-36.35739452	36.95684406
139	36.1916518	-19.56608389
141	-41.91530405	-8.004273097
142	-30.4054528	-4.033655593
144	44.84845681	23.50218656
146	-46.62910756	-42.11237712
148	33.51568307	10.91923451
174	35.2964692	2.053992329
175	-33.55576715	-8.291258542
176	-0.4755886082	33.24867507
177	57.96748268	-26.48732223
178	-37.18324879	-35.13541674
179	-13.2675341	39.14122568
181	18.28858143	33.251694
182	67.36174618	10.86688759
183	-62.64937199	-40.64521684
184	-13.19984472	81.21764147
185	69.61108441	2.320123392
187	-57.59768921	31.48168704
188	-1.269972071	96.10739696
189	13.29548476	73.80887155
190	103.3263574	90.15892684
191	-84.25873899	4.813065092
192	28.51441305	69.41560724
193	-37.54794519	-59.21500095
194	122.37123	-133.9654914
195	-68.72193548	-72.29664674
196	3.275945219	-48.53657691
197	-53.20096915	-75.74587553
200	-37.17829025	-65.09538335
201	-57.80162372	11.32830336
202	68.01956317	15.9086335
203	26.17559765	-37.45497677
204	-33.44283934	-25.48313547
205	10.00253504	-36.0466982
206	-33.63449453	-24.57161118
207	0.5467237994	50.56335509
209	-23.70384294	-37.92209789
212	-42.5345168	-8.681888401
216	-5.645651387	-31.74651855
234	27.70290831	-15.23212899
237	-1.879548255	-30.96995305
239	54.11729917	-8.049866635
240	-19.7112584	-43.63444225
241	-32.93308145	19.16694212
242	40.02937203	-9.447804685
243	-12.81646753	-37.16870833
247	47.33754952	-31.55907555
248	-56.73979553	-31.22053438
249	20.07160782	76.26590041
250	87.55032276	-102.0208186
251	-45.10826182	-85.09757905
253	-32.99559868	-0.6633893252
254	-45.65338046	-82.75206721
255	222.0036321	-154.8093497
256	-281.9662439	-42.65213549
257	227.1803858	22.70694035
258	-144.3629833	35.05830323
259	-36.21083907	130.9977651
261	55.96088444	57.5094979
262	49.87620017	27.25905274
263	12.98786369	-41.06031302
264	-42.33057067	-13.61785676
266	-14.37426122	50.15248624
269	12.49766793	28.02654466
270	34.8713194	2.874647906
271	-29.9318645	-26.89439547
273	25.59337545	30.44522354
307	25.74366142	23.04289669
308	10.70217888	-38.40222175
309	-33.54498471	-10.52623434
310	-47.58903241	54.50964443
311	30.13510248	32.69710664
313	-20.6828727	-24.35816118
314	2.538591933	45.42436327
315	30.57658743	-27.24215429
316	-109.6452479	-23.56577984
317	56.03046423	92.87585047
318	72.48278301	-47.03615511
319	-131.6745189	61.2542544
320	183.2193187	-2.649006958
321	-111.6363616	0.6579950875
322	144.7839221	16.3047648
323	7.8828009	-131.2145204
325	-61.03451287	-1.961990243
328	39.64191805	22.27889804
329	29.65640622	-43.14848985
330	-46.68363591	-67.05289863
331	-53.95995482	12.9289418
332	8.683834108	43.40222084
334	-6.134501962	-47.51854988
339	-5.943726172	-33.13938518
365	29.2292606	-21.98446869
376	21.30176493	-24.85858672
378	-28.56969203	12.20583705
380	30.65150784	-37.86367397
381	-18.03693168	-29.02336565
382	49.97414389	71.19792882
383	-1.56392035	-37.72497817
384	-68.26262496	37.21111301
385	-45.97279637	-8.28214858
386	-58.86405579	-50.94225042
387	55.63769501	32.10934949
388	-34.8771376	-36.72861777
390	-32.10388922	-43.34572421
391	-19.77865668	41.81201059
392	3.131509854	34.79519734
397	-26.82440983	-18.02088268
398	7.111554047	43.73695131
399	31.20323252	-4.289318407
437	19.38400815	29.4772626
441	4.688084311	-33.41877175
442	-39.00347227	30.82802915
443	38.19980372	66.96902061
444	98.22988606	-16.38630714
445	-66.45970244	-46.49873071
446	-79.52811699	20.74989867
447	70.90527476	-20.54113682
448	-101.4466748	-13.42246288
449	58.88630899	33.99616716
450	34.90857925	28.39374666
451	-55.9166954	19.68014826
452	68.4755706	-25.78991309
453	-53.13959778	-51.31196757
454	10.84366024	30.30158237
456	41.37140694	-2.54652457
457	18.7515577	-44.00616998
460	11.32588917	-61.30442534
503	-12.61453579	-44.94304126
504	-29.53180268	-11.49293801
505	-23.2507012	27.18106261
511	35.09221914	10.88843941
512	69.63434508	-34.47431736
513	37.41390796	-57.59880572
514	-64.03122778	-8.166934313
515	60.66893106	27.08678086
517	28.00447224	23.88651455
519	12.9976562	-34.87940301
